age,gender,education,marital_status,employment_status,years_employed,annual_income,credit_score,existing_debt,debt_to_income,num_credit_cards,num_dependents,has_property,approved
49,Female,Bachelors,Married,Employed,5.7,63667.77,751,11128.53,0.175,1,1,1,1
50,Female,Masters,Single,Self-Employed,0.8,54949.68,772,8503.36,0.155,2,0,1,0
36,Male,High School,Single,Employed,13.7,82332.82,657,7666.59,0.093,0,2,1,1
60,Female,Bachelors,Divorced,Employed,2.5,11187.87,715,18063.71,1.614,0,0,0,0
39,Male,Bachelors,Married,Unemployed,0.0,47425.1,671,3168.99,0.067,3,1,1,0
38,Male,Bachelors,Married,Employed,0.0,75569.24,845,2339.63,0.031,2,1,1,1
21,Female,Bachelors,Married,Employed,0.0,45498.79,548,13109.57,0.288,2,1,1,0
34,Male,Bachelors,Single,Retired,3.1,50545.21,757,12302.14,0.243,4,6,0,0
67,Male,Masters,Divorced,Unemployed,0.0,55510.36,691,1735.61,0.031,2,1,1,0
22,Male,Bachelors,Single,Self-Employed,9.6,84760.99,585,8474.2,0.1,4,1,1,1
48,Female,Masters,Single,Employed,0.0,150273.53,675,0.0,0.0,1,2,0,0
69,Male,Bachelors,Divorced,Employed,8.3,71771.87,516,9788.1,0.136,2,1,0,0
50,Female,High School,Single,Retired,9.1,42080.95,352,5190.32,0.123,4,1,0,0
58,Male,High School,Divorced,Employed,9.4,30496.88,532,6524.63,0.214,0,2,0,0
24,Female,High School,Married,Unemployed,0.0,34295.98,607,1160.41,0.034,2,0,1,0
21,Female,Bachelors,Single,Employed,0.2,57539.77,661,15168.61,0.264,3,2,1,0
28,Male,Bachelors,Single,Employed,8.7,80576.22,547,9574.11,0.119,1,1,1,1
49,Male,Bachelors,Married,Retired,14.8,16479.21,604,13961.82,0.847,2,2,1,0
59,Male,Bachelors,Married,Employed,13.0,43529.78,668,7370.82,0.169,1,1,1,1
23,Female,High School,Single,Employed,15.5,73600.39,609,15138.38,0.206,4,0,0,1
52,Female,High School,Divorced,Employed,7.2,54199.76,554,0.0,0.0,3,1,0,0
30,Female,High School,Married,Employed,3.0,76476.49,597,8034.91,0.105,1,2,1,0
30,Male,Bachelors,Divorced,Employed,0.0,72274.89,781,15170.6,0.21,2,0,0,0
39,Female,High School,Married,Employed,0.0,60195.58,499,0.0,0.0,4,0,0,0
66,Female,High School,Single,Employed,3.4,43809.93,750,8775.5,0.2,1,4,1,1
54,Female,Masters,Divorced,Self-Employed,4.3,76127.45,785,11462.85,0.151,2,0,1,0
53,Female,Masters,Married,Employed,2.0,99288.35,642,5693.35,0.057,2,2,1,1
43,Male,High School,Married,Retired,7.7,27135.29,679,13967.25,0.515,1,1,1,0
48,Male,Bachelors,Married,Employed,7.0,88670.71,599,14028.01,0.158,2,2,0,0
52,Female,Bachelors,Married,Employed,6.2,62802.93,680,4291.08,0.068,1,1,1,1
27,Female,Masters,Single,Employed,9.9,56407.21,850,5679.14,0.101,2,1,0,0
49,Female,Bachelors,Married,Self-Employed,3.7,39584.87,759,1031.27,0.026,0,1,1,1
28,Male,High School,Married,Retired,11.5,26565.28,592,9905.93,0.373,1,1,0,0
21,Male,Bachelors,Divorced,Unemployed,0.0,63314.8,537,9214.95,0.146,2,1,1,0
23,Male,Bachelors,Single,Employed,4.5,51698.16,624,8014.01,0.155,7,1,0,0
44,Male,High School,Single,Employed,7.6,64635.73,681,8604.03,0.133,3,0,1,1
43,Female,Bachelors,Married,Unemployed,0.0,47014.7,713,2856.83,0.061,2,2,0,0
28,Female,Bachelors,Married,Retired,3.5,57124.2,643,0.0,0.0,3,1,0,0
67,Male,Bachelors,Single,Retired,9.6,39206.26,805,10665.2,0.272,2,2,0,0
57,Male,High School,Single,Employed,3.9,53660.2,654,6811.22,0.127,1,1,1,0
23,Male,Bachelors,Single,Retired,0.0,63774.86,614,1813.41,0.028,5,1,0,0
53,Male,High School,Single,Employed,1.6,49656.57,697,3649.84,0.074,1,3,1,1
48,Female,Masters,Married,Employed,0.0,69502.9,722,13511.26,0.194,2,1,0,0
67,Female,High School,Married,Employed,8.5,13645.09,563,13168.68,0.965,1,2,1,0
28,Male,High School,Divorced,Employed,6.6,60830.65,570,11977.68,0.197,5,0,0,0
54,Female,Bachelors,Married,Self-Employed,0.0,49566.91,502,7752.38,0.156,1,2,1,0
55,Female,Masters,Married,Unemployed,0.0,49589.02,623,3907.78,0.079,0,1,1,0
52,Female,Masters,Divorced,Self-Employed,2.4,58582.85,763,15933.7,0.272,1,2,1,0
44,Male,Bachelors,Divorced,Self-Employed,6.2,60398.3,715,6059.62,0.1,2,0,0,0
34,Female,High School,Single,Employed,2.6,91950.88,772,9623.56,0.105,1,1,0,1
52,Male,Bachelors,Single,Self-Employed,7.8,72040.78,602,2896.74,0.04,1,0,0,1
66,Male,Bachelors,Divorced,Employed,7.6,52117.24,636,6570.47,0.126,0,0,1,0
63,Male,High School,Married,Unemployed,0.0,20873.93,463,0.0,0.0,2,1,0,0
36,Male,Masters,Married,Self-Employed,0.0,51225.41,741,4227.49,0.083,3,3,0,0
24,Male,High School,Divorced,Self-Employed,4.6,27387.76,759,0.0,0.0,2,0,0,1
57,Male,PhD,Married,Employed,11.4,69209.67,563,9303.4,0.134,1,0,1,1
41,Male,Masters,Married,Unemployed,0.0,65406.64,804,4425.45,0.068,1,0,1,0
34,Female,Bachelors,Single,Employed,1.9,73934.24,640,6190.13,0.084,4,2,1,1
51,Female,Masters,Divorced,Employed,3.6,81551.97,568,20782.14,0.255,0,1,1,0
68,Male,Bachelors,Married,Self-Employed,3.4,72396.81,632,1871.67,0.026,2,1,1,0
38,Female,High School,Single,Employed,6.6,34675.94,698,8731.48,0.252,0,0,1,0
27,Female,Bachelors,Married,Unemployed,0.0,22034.46,631,9316.33,0.423,2,0,1,0
30,Female,High School,Single,Employed,0.0,26907.66,586,2301.11,0.086,3,0,0,0
27,Male,Bachelors,Single,Employed,11.9,41021.48,698,14620.88,0.356,3,1,0,0
53,Female,Bachelors,Single,Unemployed,0.0,52173.49,712,17877.97,0.343,1,0,1,0
43,Female,Bachelors,Married,Employed,6.7,105273.97,661,15196.87,0.144,3,1,0,1
41,Female,Bachelors,Married,Employed,5.5,44054.52,614,2276.95,0.052,3,1,1,1
39,Male,Bachelors,Married,Employed,4.4,58161.08,604,3783.02,0.065,2,0,1,1
68,Male,Masters,Single,Employed,2.0,84057.87,710,0.0,0.0,3,0,1,1
39,Female,High School,Divorced,Self-Employed,0.0,44419.84,502,6909.79,0.156,3,2,1,0
56,Male,Bachelors,Married,Employed,14.1,71659.0,592,7339.1,0.102,3,0,0,0
49,Male,High School,Single,Unemployed,0.0,18492.18,619,12676.69,0.685,4,0,0,0
38,Male,Bachelors,Married,Self-Employed,0.0,51393.31,579,18580.02,0.362,0,1,0,0
22,Female,High School,Divorced,Employed,0.9,46353.19,671,447.13,0.01,1,0,0,1
21,Female,Bachelors,Married,Self-Employed,7.5,71531.23,675,8830.74,0.123,5,1,0,0
67,Male,High School,Divorced,Self-Employed,7.4,75649.84,850,6644.56,0.088,4,1,0,1
25,Female,High School,Single,Employed,2.3,57532.71,585,7091.7,0.123,2,0,0,0
40,Male,Masters,Divorced,Employed,0.6,74956.86,661,17385.69,0.232,2,2,0,0
31,Female,High School,Married,Employed,3.1,66615.88,572,8574.29,0.129,0,0,0,0
62,Female,Bachelors,Divorced,Self-Employed,0.0,85002.02,842,11298.51,0.133,1,0,1,1
22,Female,High School,Divorced,Self-Employed,3.6,43933.06,800,10843.95,0.247,5,0,1,1
23,Female,Bachelors,Married,Employed,3.7,62080.94,514,9308.47,0.15,1,3,0,0
43,Male,Bachelors,Married,Self-Employed,13.6,56457.94,638,3397.5,0.06,2,1,1,1
32,Female,Bachelors,Single,Self-Employed,3.7,81418.07,668,19230.15,0.236,4,1,0,0
40,Male,High School,Married,Self-Employed,7.3,51483.81,620,7795.95,0.151,3,1,1,0
25,Female,Bachelors,Married,Self-Employed,14.0,36889.62,599,11186.76,0.303,2,1,0,0
57,Female,Bachelors,Single,Employed,0.7,73123.18,730,9522.85,0.13,0,1,1,1
58,Female,Masters,Married,Unemployed,0.0,89792.71,830,0.0,0.0,3,1,0,0
50,Male,Bachelors,Divorced,Self-Employed,3.3,96372.04,745,1747.04,0.018,3,0,1,1
29,Female,Bachelors,Single,Unemployed,0.0,35417.86,720,8683.84,0.245,3,3,1,0
54,Male,High School,Married,Employed,4.7,36067.81,611,2902.66,0.08,4,2,0,0
64,Male,High School,Single,Employed,11.8,87957.36,760,10418.18,0.118,6,2,0,1
55,Female,High School,Divorced,Employed,10.2,81334.07,756,2539.01,0.031,1,1,0,1
42,Male,High School,Divorced,Employed,11.9,59346.05,611,8101.42,0.137,3,0,0,0
64,Female,High School,Married,Self-Employed,2.8,15756.15,611,0.0,0.0,2,0,0,0
44,Male,Bachelors,Married,Employed,0.4,52873.59,509,13015.46,0.246,3,1,1,0
37,Male,Bachelors,Divorced,Unemployed,0.0,23128.83,514,10705.93,0.463,4,1,0,0
30,Female,Masters,Single,Self-Employed,7.1,116247.13,644,10986.0,0.095,3,1,1,1
50,Male,High School,Married,Self-Employed,0.0,19488.4,538,7455.96,0.383,0,3,1,0
66,Male,Bachelors,Single,Employed,18.8,101072.97,747,3817.33,0.038,1,0,0,1
43,Female,Masters,Divorced,Retired,5.6,57889.5,639,17467.73,0.302,2,1,0,0
52,Male,Bachelors,Single,Unemployed,0.0,21046.01,683,17998.95,0.855,0,0,1,0
37,Female,High School,Married,Self-Employed,13.3,69735.97,549,7571.4,0.109,2,0,0,0
37,Male,High School,Married,Employed,0.0,62589.88,773,4571.89,0.073,1,0,0,0
34,Female,High School,Divorced,Employed,7.4,24675.55,681,0.0,0.0,5,0,1,1
29,Female,Bachelors,Divorced,Employed,10.2,64495.14,693,9350.96,0.145,3,0,0,0
60,Female,Bachelors,Single,Employed,9.4,92511.37,756,3989.07,0.043,4,1,0,1
22,Male,High School,Married,Employed,13.8,41801.93,674,5122.25,0.123,4,0,1,1
65,Female,High School,Single,Employed,11.1,83594.57,575,13784.07,0.165,0,1,1,1
45,Female,Bachelors,Single,Self-Employed,15.3,50104.34,706,2225.89,0.044,6,0,1,1
59,Female,Masters,Married,Employed,5.5,47559.47,577,19513.05,0.41,0,1,0,0
29,Male,Bachelors,Divorced,Employed,3.9,65904.31,676,1897.68,0.029,3,1,0,0
42,Female,Bachelors,Single,Unemployed,0.0,15787.15,563,0.0,0.0,1,1,1,0
63,Female,Bachelors,Single,Employed,12.9,67497.75,808,4051.57,0.06,2,0,1,1
66,Male,High School,Married,Self-Employed,2.8,50102.86,710,10140.72,0.202,2,1,0,0
24,Male,Bachelors,Divorced,Employed,10.2,49821.47,740,8819.7,0.177,0,0,1,0
46,Female,Bachelors,Single,Employed,1.7,102573.65,607,9098.01,0.089,1,2,1,1
49,Male,Masters,Single,Employed,1.8,79920.49,691,6337.62,0.079,2,0,1,1
65,Female,High School,Married,Self-Employed,11.9,67287.31,675,4993.3,0.074,4,1,0,0
54,Female,Bachelors,Single,Employed,8.2,83574.36,676,562.72,0.007,0,2,0,1
43,Female,Bachelors,Married,Unemployed,0.0,80220.22,490,8776.82,0.109,1,2,1,0
57,Male,Bachelors,Single,Employed,1.7,40811.63,822,14340.56,0.351,1,0,1,0
31,Male,High School,Single,Employed,0.0,14850.55,628,8084.94,0.544,1,0,1,0
26,Female,Bachelors,Single,Self-Employed,4.1,99480.41,719,3435.23,0.035,4,1,1,1
38,Male,Masters,Married,Employed,4.6,91622.42,552,8875.76,0.097,4,2,1,1
41,Female,Bachelors,Single,Self-Employed,3.6,67526.22,790,16782.9,0.249,4,2,0,0
62,Male,Bachelors,Divorced,Employed,12.0,62334.05,780,6775.86,0.109,3,1,1,1
56,Male,High School,Divorced,Employed,8.1,43787.06,723,580.37,0.013,3,2,0,0
61,Male,High School,Single,Self-Employed,18.3,67223.32,683,9318.89,0.139,3,0,1,1
58,Male,Bachelors,Single,Retired,8.7,16124.6,843,11537.62,0.715,2,1,0,0
54,Female,Masters,Single,Employed,8.8,89546.63,758,13203.32,0.147,2,0,1,1
37,Male,PhD,Single,Unemployed,0.0,95626.32,549,12183.36,0.127,2,1,0,0
57,Male,Bachelors,Single,Employed,4.7,79865.04,685,8996.54,0.113,0,0,1,1
45,Male,Bachelors,Single,Unemployed,0.0,43572.19,699,2997.44,0.069,1,1,0,0
58,Male,Masters,Single,Self-Employed,4.8,79946.76,674,2100.37,0.026,3,1,1,1
32,Male,Bachelors,Single,Employed,5.1,90713.87,721,5971.25,0.066,1,1,1,1
43,Female,Bachelors,Married,Employed,5.5,76638.4,793,11691.53,0.153,1,0,0,1
62,Male,High School,Single,Employed,9.2,85103.62,650,4096.69,0.048,0,2,1,1
42,Male,Bachelors,Single,Employed,7.5,30146.07,605,5056.23,0.168,3,0,1,1
41,Male,Bachelors,Single,Employed,3.4,83134.31,568,2687.65,0.032,1,0,0,1
47,Female,Masters,Single,Self-Employed,2.3,63774.63,488,17364.77,0.272,0,2,0,0
51,Male,Masters,Married,Retired,7.1,58541.78,626,6667.4,0.114,2,0,1,1
26,Male,High School,Single,Employed,1.4,77520.13,602,12029.82,0.155,1,2,1,0
47,Female,Bachelors,Married,Employed,3.9,44952.96,628,17481.77,0.389,2,1,1,0
60,Female,Masters,Divorced,Employed,3.3,122312.26,633,2289.96,0.019,1,1,1,1
54,Male,Bachelors,Married,Retired,18.1,67113.21,561,12553.87,0.187,2,2,0,1
32,Male,High School,Married,Employed,0.0,61584.26,606,7441.13,0.121,2,1,1,0
65,Female,High School,Married,Employed,2.0,31359.26,686,16434.06,0.524,6,2,0,0
27,Male,Bachelors,Married,Employed,3.2,61405.47,607,3246.09,0.053,4,1,0,0
30,Female,Bachelors,Divorced,Employed,3.7,57832.44,636,9285.69,0.161,2,2,0,0
65,Female,Bachelors,Single,Employed,11.0,40353.75,833,11806.35,0.293,3,1,0,0
37,Male,High School,Divorced,Employed,4.7,71875.31,757,3892.73,0.054,0,0,1,1
46,Male,Masters,Single,Employed,0.0,71912.69,681,6754.13,0.094,0,1,1,1
41,Male,High School,Single,Employed,13.2,46489.04,671,7155.83,0.154,0,0,1,1
48,Female,High School,Married,Employed,7.3,47499.25,584,14562.86,0.307,1,1,0,0
66,Male,Bachelors,Single,Employed,8.1,60716.48,617,21307.84,0.351,3,2,1,0
22,Male,Bachelors,Married,Employed,9.3,75609.18,637,17461.41,0.231,4,1,0,0
63,Female,High School,Married,Retired,0.0,17546.54,643,16628.75,0.948,1,0,0,0
21,Female,High School,Married,Unemployed,0.0,50366.37,646,0.0,0.0,2,1,1,0
56,Male,High School,Single,Employed,10.1,38081.07,542,8796.12,0.231,2,0,0,0
46,Female,Bachelors,Single,Employed,2.8,64429.47,710,8383.75,0.13,3,1,0,0
49,Male,Masters,Single,Self-Employed,7.5,53868.13,600,12804.22,0.238,1,0,0,0
41,Male,Bachelors,Divorced,Employed,8.7,86433.28,841,0.0,0.0,1,0,0,1
31,Male,Bachelors,Married,Employed,0.0,91516.41,783,12351.66,0.135,1,0,0,1
60,Male,Bachelors,Divorced,Employed,0.8,79317.43,515,0.0,0.0,2,2,0,0
31,Male,High School,Divorced,Retired,0.0,33408.29,618,14164.65,0.424,2,2,1,0
56,Male,PhD,Married,Unemployed,0.0,74277.13,806,0.0,0.0,1,0,0,0
69,Female,Masters,Divorced,Employed,15.4,48755.3,709,15349.29,0.315,2,1,1,0
59,Female,High School,Married,Employed,2.5,22905.17,644,15048.78,0.657,3,2,0,0
60,Female,High School,Married,Retired,5.0,45009.92,438,5997.47,0.133,1,0,1,0
55,Male,High School,Single,Retired,11.1,26384.5,618,10630.19,0.403,1,2,0,0
54,Male,High School,Married,Retired,7.3,8000.0,647,7980.81,0.997,1,1,0,0
67,Male,Bachelors,Married,Employed,1.1,36893.19,458,0.0,0.0,3,0,0,0
44,Female,Bachelors,Married,Employed,13.6,77698.26,719,11376.43,0.146,5,2,0,0
42,Female,Masters,Single,Self-Employed,7.0,97479.49,610,15123.54,0.155,1,1,0,1
25,Male,Bachelors,Married,Employed,4.8,34321.61,669,6065.18,0.177,4,0,1,0
53,Male,Bachelors,Single,Employed,5.3,68041.25,670,11831.96,0.174,3,1,0,0
56,Male,Bachelors,Married,Employed,9.0,72757.75,638,2737.8,0.038,1,1,1,1
67,Male,High School,Married,Unemployed,0.0,18326.79,705,13508.75,0.737,2,1,0,0
40,Male,Bachelors,Married,Unemployed,0.0,69794.67,685,8061.02,0.115,5,2,0,0
39,Female,Bachelors,Single,Employed,12.3,58104.96,850,7910.49,0.136,0,1,0,0
55,Female,High School,Married,Unemployed,0.0,8000.0,789,10815.07,1.352,2,3,1,0
63,Male,High School,Single,Employed,6.3,46107.17,556,17175.05,0.372,2,2,1,0
37,Male,Masters,Single,Unemployed,0.0,87359.39,775,11159.1,0.128,2,0,0,0
65,Female,Bachelors,Married,Employed,2.8,58090.91,587,1506.47,0.026,2,0,0,0
63,Male,High School,Married,Employed,0.3,29062.43,533,3691.11,0.127,3,0,0,0
54,Male,Bachelors,Single,Employed,5.0,77564.16,530,7568.29,0.098,2,0,1,1
29,Male,Masters,Single,Employed,6.3,85168.03,635,10977.08,0.129,3,1,0,0
46,Male,Bachelors,Married,Employed,0.0,64941.38,747,1029.97,0.016,2,2,1,1
22,Male,High School,Married,Employed,9.4,59542.49,669,10095.88,0.17,0,0,1,0
29,Female,Masters,Single,Retired,1.6,46166.21,693,13334.88,0.289,2,0,1,0
29,Male,Bachelors,Single,Employed,8.1,52999.61,361,4998.57,0.094,2,1,1,0
60,Male,High School,Single,Employed,10.0,64550.4,636,19825.76,0.307,1,2,1,0
37,Female,Bachelors,Divorced,Employed,12.5,45672.23,553,3544.24,0.078,4,2,1,1
21,Male,Masters,Married,Employed,11.5,112298.12,538,9209.0,0.082,1,2,0,0
45,Female,High School,Divorced,Employed,14.3,74587.38,553,0.0,0.0,3,1,1,0
63,Female,High School,Married,Self-Employed,10.1,27117.68,644,6099.39,0.225,4,2,1,0
60,Male,High School,Divorced,Employed,6.8,79516.19,723,7106.95,0.089,4,0,1,1
62,Female,PhD,Married,Self-Employed,3.6,98043.88,592,5432.9,0.055,0,0,0,1
45,Male,High School,Married,Self-Employed,5.4,77695.75,716,3577.45,0.046,1,2,0,1
59,Female,Bachelors,Married,Employed,14.1,67668.54,732,4896.29,0.072,3,1,1,1
55,Male,Masters,Single,Employed,5.0,76456.3,692,11801.85,0.154,1,0,0,0
23,Female,High School,Single,Unemployed,0.0,24370.74,559,0.0,0.0,1,3,1,0
57,Female,PhD,Single,Employed,13.4,46008.16,603,0.0,0.0,3,2,1,1
64,Male,Masters,Married,Employed,4.8,98542.06,703,5050.87,0.051,2,0,1,0
64,Male,Masters,Married,Retired,2.0,45857.99,583,7267.6,0.158,2,1,0,0
50,Female,High School,Married,Employed,11.7,69196.48,717,3304.21,0.048,3,1,1,1
58,Female,Bachelors,Married,Employed,1.9,98479.16,574,8379.54,0.085,0,2,1,1
54,Male,Masters,Married,Retired,8.0,48448.86,683,11721.25,0.242,0,0,0,0
32,Female,PhD,Divorced,Employed,7.1,82267.65,747,13872.84,0.169,1,1,0,0
39,Male,High School,Married,Employed,7.6,70155.87,677,15939.48,0.227,2,1,0,0
57,Male,Masters,Single,Unemployed,0.0,50649.07,561,53.69,0.001,1,0,0,0
64,Male,Bachelors,Single,Unemployed,0.0,71344.92,513,3372.02,0.047,0,1,0,0
69,Male,High School,Single,Employed,5.7,36176.07,543,2736.95,0.076,1,0,1,0
37,Female,Bachelors,Single,Employed,9.1,93764.22,715,14066.06,0.15,0,1,1,1
30,Male,Masters,Single,Unemployed,0.0,53885.26,633,4203.93,0.078,2,1,1,0
69,Female,Bachelors,Single,Self-Employed,7.6,71604.96,606,9842.33,0.137,3,2,0,0
67,Male,Bachelors,Married,Employed,4.0,84645.15,703,0.0,0.0,0,1,0,1
32,Male,PhD,Married,Employed,4.1,105230.06,498,4138.12,0.039,2,2,1,1
36,Male,Bachelors,Married,Employed,5.7,86413.2,644,2618.78,0.03,1,1,1,1
44,Male,Bachelors,Single,Unemployed,0.0,15880.29,533,12100.47,0.762,2,0,1,0
39,Male,Bachelors,Single,Unemployed,0.0,36855.96,521,519.88,0.014,1,0,1,0
28,Male,Bachelors,Married,Retired,10.7,46264.75,601,18707.84,0.404,1,0,1,0
51,Female,Bachelors,Single,Unemployed,0.0,29689.63,850,9293.31,0.313,0,0,0,0
41,Male,Masters,Married,Employed,1.1,99415.69,731,3630.65,0.037,1,1,0,0
37,Male,Bachelors,Divorced,Employed,9.0,54755.02,550,10047.82,0.184,1,0,0,0
43,Male,Masters,Married,Self-Employed,15.4,64730.54,766,3117.9,0.048,0,2,0,1
57,Female,High School,Married,Self-Employed,0.2,68809.13,541,1625.96,0.024,0,0,1,0
36,Female,High School,Married,Employed,5.4,29090.91,776,12189.67,0.419,2,4,1,0
26,Male,Bachelors,Married,Employed,11.3,45065.63,568,16213.56,0.36,2,1,0,0
28,Male,High School,Married,Retired,8.8,40165.53,654,10285.93,0.256,4,1,1,0
45,Male,High School,Married,Employed,9.1,76876.43,850,626.78,0.008,0,1,0,1
38,Female,Bachelors,Married,Employed,6.2,68233.58,627,3103.09,0.045,3,1,1,0
45,Male,High School,Married,Self-Employed,0.0,17683.12,799,17174.23,0.971,3,1,1,0
32,Male,High School,Married,Self-Employed,7.3,63698.7,650,12766.16,0.2,1,2,0,0
35,Male,Bachelors,Married,Employed,7.9,53148.03,643,1234.94,0.023,4,1,1,1
46,Male,Bachelors,Married,Unemployed,0.0,67415.17,578,3719.51,0.055,0,0,0,0
61,Male,Masters,Single,Employed,2.2,72406.93,788,9124.57,0.126,1,2,0,1
65,Female,Bachelors,Single,Employed,14.4,87878.91,624,7136.57,0.081,4,3,1,1
46,Male,Bachelors,Single,Employed,4.4,56643.82,824,20534.06,0.363,2,0,0,0
67,Female,Masters,Married,Self-Employed,3.6,66225.35,601,3610.43,0.055,2,1,1,0
52,Male,Masters,Divorced,Retired,2.4,21648.71,594,11596.0,0.536,1,3,1,0
30,Male,High School,Divorced,Unemployed,0.0,16808.17,723,9783.92,0.582,4,2,0,0
36,Female,High School,Married,Retired,0.5,33545.4,632,0.0,0.0,1,0,0,0
27,Male,Bachelors,Single,Employed,9.2,67008.89,684,0.0,0.0,1,1,0,1
37,Female,Bachelors,Divorced,Employed,2.0,77232.72,545,5691.78,0.074,2,1,0,0
43,Male,Masters,Married,Employed,5.8,104882.95,687,10510.48,0.1,1,3,1,1
46,Male,Bachelors,Single,Employed,0.0,65573.33,691,17538.97,0.267,1,4,0,0
41,Female,Bachelors,Married,Unemployed,0.0,46354.61,803,3304.22,0.071,4,1,1,0
42,Male,PhD,Married,Self-Employed,5.2,117257.69,640,10847.59,0.093,1,3,0,0
27,Female,Bachelors,Divorced,Retired,8.8,49620.31,680,6258.71,0.126,2,1,0,0
34,Male,High School,Single,Employed,5.1,31536.85,749,18364.3,0.582,2,1,1,0
35,Female,Masters,Married,Employed,8.6,69557.37,663,7760.01,0.112,1,1,1,1
27,Male,High School,Married,Employed,5.8,8000.0,726,5360.84,0.67,4,0,1,0
29,Male,Masters,Single,Employed,9.7,61265.25,850,9022.54,0.147,0,2,1,1
68,Female,PhD,Married,Employed,8.7,61193.62,658,9157.02,0.15,0,0,0,0
28,Female,Bachelors,Married,Employed,7.0,72020.02,780,16378.22,0.227,2,0,1,0
43,Female,Bachelors,Single,Employed,1.5,89230.6,715,8030.46,0.09,2,2,0,0
49,Female,Bachelors,Married,Employed,3.8,46183.02,725,10581.84,0.229,2,2,1,0
38,Female,Bachelors,Single,Employed,2.1,46927.31,711,0.0,0.0,2,4,0,0
51,Male,Bachelors,Married,Employed,13.1,83862.85,762,1067.79,0.013,1,0,0,1
50,Male,Bachelors,Married,Employed,9.9,55982.26,743,5741.38,0.103,4,0,1,0
59,Male,Masters,Married,Employed,6.2,85134.95,661,8622.53,0.101,2,1,0,1
55,Male,Bachelors,Single,Employed,3.2,79862.67,614,3429.98,0.043,3,0,0,1
38,Male,High School,Single,Employed,2.1,35838.46,681,9701.2,0.271,3,0,1,0
62,Male,Bachelors,Married,Employed,6.6,51226.82,519,4860.15,0.095,1,1,0,0
59,Male,Masters,Single,Employed,15.2,69872.29,715,18189.79,0.26,2,0,0,0
37,Female,Bachelors,Married,Employed,6.0,33928.86,709,6759.79,0.199,2,2,0,0
34,Male,Bachelors,Married,Self-Employed,12.0,74733.53,646,10584.95,0.142,1,1,1,1
51,Male,Masters,Married,Self-Employed,7.4,92017.38,674,6690.46,0.073,2,2,0,1
44,Male,Bachelors,Single,Unemployed,0.0,46593.78,730,7441.91,0.16,2,1,1,0
55,Female,Bachelors,Married,Employed,3.6,92193.53,738,11278.11,0.122,1,2,0,0
64,Female,Masters,Single,Employed,5.0,74776.29,745,8827.93,0.118,2,0,0,0
65,Female,High School,Married,Unemployed,0.0,42351.8,716,4869.81,0.115,2,2,0,0
54,Male,PhD,Single,Employed,7.5,104716.69,686,10010.16,0.096,2,0,1,1
23,Male,High School,Married,Self-Employed,4.8,34017.76,640,7049.1,0.207,0,1,0,0
57,Male,High School,Married,Employed,7.8,73097.33,699,11495.74,0.157,1,0,0,0
63,Male,Masters,Single,Employed,1.1,82563.5,797,14885.73,0.18,2,0,1,1
60,Male,High School,Married,Self-Employed,8.3,69492.18,683,13952.2,0.201,2,1,1,0
46,Male,Bachelors,Married,Employed,6.8,38981.33,761,1627.05,0.042,0,2,1,1
43,Male,Masters,Married,Employed,6.7,82195.07,483,0.0,0.0,1,1,0,0
64,Female,Masters,Divorced,Employed,7.9,70788.13,689,21545.72,0.304,3,3,0,0
59,Female,PhD,Single,Employed,4.8,77970.97,671,11147.71,0.143,1,3,1,1
35,Male,High School,Married,Employed,25.0,78189.96,514,10263.95,0.131,2,0,1,1
69,Male,Bachelors,Single,Employed,8.3,68905.93,523,3729.49,0.054,2,0,0,1
24,Male,High School,Single,Self-Employed,6.5,20460.62,676,0.0,0.0,1,1,1,1
49,Male,Bachelors,Married,Self-Employed,9.7,55053.86,662,0.0,0.0,2,0,1,1
42,Female,Masters,Single,Employed,3.4,98781.04,745,5976.27,0.06,2,0,0,1
45,Male,Bachelors,Married,Retired,3.2,27942.44,405,8918.18,0.319,3,1,0,0
33,Female,Bachelors,Married,Employed,10.0,45900.29,744,18111.34,0.395,2,2,1,0
38,Male,Bachelors,Married,Employed,10.4,62059.11,752,9459.13,0.152,1,0,1,1
53,Female,Bachelors,Married,Unemployed,0.0,54386.16,527,12018.44,0.221,2,1,1,0
36,Male,PhD,Married,Self-Employed,0.0,80434.55,791,4804.27,0.06,1,1,0,1
65,Female,High School,Divorced,Self-Employed,5.4,57814.43,815,5253.21,0.091,1,0,0,1
62,Male,Bachelors,Married,Employed,7.6,65697.24,537,0.0,0.0,0,1,1,0
64,Female,Masters,Single,Employed,9.6,83128.72,676,630.27,0.008,2,1,0,1
22,Male,Bachelors,Married,Unemployed,0.0,8000.0,646,571.23,0.071,3,1,0,0
55,Male,High School,Single,Employed,1.7,50318.3,488,5819.61,0.116,2,1,1,0
62,Female,Bachelors,Single,Self-Employed,8.6,59986.19,625,0.0,0.0,0,4,0,0
54,Female,Bachelors,Married,Employed,7.6,72806.97,787,3132.36,0.043,1,1,0,0
50,Female,High School,Single,Unemployed,0.0,16923.93,556,7765.03,0.459,2,0,1,0
33,Female,Masters,Married,Employed,0.5,72581.09,825,0.0,0.0,2,0,1,1
33,Female,Bachelors,Married,Employed,1.3,75662.07,696,16893.23,0.223,3,1,1,0
38,Male,Masters,Divorced,Employed,15.1,108914.36,608,18689.06,0.172,2,2,1,1
52,Male,Masters,Divorced,Self-Employed,10.9,53508.54,655,14197.73,0.265,1,1,0,0
